,it,one,가격,가속,가시,가치,각각,각오,각종,강점,강화,개개인,개발,개선,개인,개척,개편,거리,결과,결정,결집,경영,경쟁,경쟁력,경제,경험,계발,계획,고객,고도,고려,고유,고착,공감,공동체,과거,관련,관리,관심,관점,구조,구조도,구체,국내외,규모,근본,글로벌,긍정,긍지,기반,기술,기업,기여,기운,기조,기존,기초,기회,끈기,나라,낭비,내부,내용,내재,노력,노하우,능력,다음,단계,단행,달성,대두,대면,대상,대우,대응,데이터,도달,도모,도약,도입,동력,동시,동참,뒷받침,등장,디지털,레이크,리더,리딩,마곡,마련,만전,말씀,모델,모빌리티,모임,목적,목표,무성,무역,문장,문화,미래,미팅,바탕,발굴,발전,방식,방침,방향,배려,범위,법인,변화,보건,보람,보유,보호,복리,복합,본사,본업,본연,본위,부문,부분,부탁,북미,분리,분야,불투명,브랜드,블록체인,비대,비전,비즈니스,사내,사람,사업,사업부,사이언스,사회,산업,삶의,상징,상호,상황,생각,생산,서비스,선도,선도자,선제,선진,선포,설명,성공,성과,성장,성취,센터,소망,소비,소신,소통,소프트웨어,속도,손익,솔루션,솔선수범,수고,수요,수익,수주,수준,수행,숙련,순환,스마트,습득,시간,시대,시스템,시작,시장,시점,시티,신규,신기술,신뢰,신설,신속,실질,실천,실행,싱가포르,아이디어,안전,양상,어려움,업그레이드,에너지,엔터프라이즈,여정,역량,역할,연계,연구,연구개발,연초,영업,영역,영향,예상,오일,오픈,완성,외부,요구,요소,요인,운영,원격,원동력,위기,위상,위축,유의미,육성,융합,의견,의료,의미,의사,의지,이노베이션,이름,이미지,이상,이익,이제,이해,이해관계자,인공지능,인내,인력,인사,인식,인재,인정,인증,일방,일상,일치,임원진,입장,입지,자발,자부심,자산,자원,자유,자율,작금,재편,적극,적시,적용,전달,전략,전망,전문가,전환,절차,점검,접목,정립,정예,정착,제고,제공,제도,제반,제시,제안,제품,조성,조직,종전,주기,주도,주문,주의,준비,중시,중심,중점,지금,지속,지식,지원,지주회사,지향,지혜,진심,진전,진행,집단,집중,차량,차별,차세대,참여,창출,책임,체계,체득,체력,체인,체제,총괄,최고,최소,추구,추진,축적,출발,출발선,출범,취약점,취지,친화,캐리어,코로나,클라우드,탐색,통합,투자,트론,팀원,파견,파괴,파크,파트너,팩토리,팬데믹,페인,평가,포부,포인트,표현,프로그램,프로세스,플랫폼,필수,필요,합병,해결,해당,해법,해석,해소,핵심,향상,혁명,혁신,현대,현대엠엔소프트,현상,현재,협력,협업,형식,형태,화해,확대,확립,확보,확산,확신,환경,환원,활기,활동,활력,활성,활용,회복,회사,효과,후생,휴가
강화,3,1,0,5,0,11,2,1,5,0,0,5,6,13,7,1,2,0,0,2,5,24,0,0,0,0,5,5,21,5,5,0,0,5,5,0,1,0,5,2,0,2,5,2,0,0,11,0,5,23,12,14,5,2,0,2,1,0,5,0,1,5,1,0,1,0,1,7,0,0,1,0,0,0,0,0,0,1,4,0,2,1,5,0,2,0,11,0,1,4,0,2,0,0,5,1,0,1,4,1,0,2,10,7,2,6,1,5,8,1,11,5,0,0,14,5,0,2,0,2,4,0,0,0,0,5,5,10,0,1,5,0,0,0,0,0,0,0,0,23,7,0,15,4,2,5,2,5,2,0,1,0,0,1,0,0,0,0,2,25,0,2,2,0,0,13,0,0,0,5,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,1,1,1,0,5,2,2,0,10,31,0,2,5,0,0,5,0,1,2,14,6,10,1,1,0,1,0,2,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,6,0,2,5,1,4,0,0,0,0,5,1,0,0,5,0,5,0,0,1,1,0,5,2,5,1,0,0,0,7,5,0,1,4,7,0,1,28,0,5,2,9,0,1,11,1,2,0,0,0,7,5,6,9,5,1,2,0,10,25,0,0,24,0,0,1,4,20,7,5,12,0,12,2,5,2,0,1,6,0,5,0,0,1,16,0,7,2,1,1,0,2,5,1,1,3,20,0,0,1,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,5,0,1,0,0,0,5,5,0,0,7,0,5,0,0,0,5,2,2,0,22,0,0,0,0,2,8,2,1,1,5,0,6,5,2,21,1,2,6,5,2,0,1,45,1,2,2
개개인,0,0,0,1,0,1,0,0,1,0,5,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,1,1,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,0,1,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,0,3,0,0,0,0,3,1,1,2,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,0,1,1,0,0,0,5,0,0,0
개발,10,0,0,0,2,8,3,0,0,2,6,0,0,5,7,0,0,0,4,3,0,12,2,8,2,0,0,2,14,2,0,2,2,0,0,0,0,0,0,3,4,3,3,3,0,2,0,2,0,13,30,12,0,3,2,8,0,4,0,2,0,0,0,2,2,0,0,3,0,0,4,2,0,0,0,0,4,0,6,0,5,2,0,2,3,0,6,0,0,8,0,5,0,4,0,0,0,0,4,0,2,3,0,0,3,4,0,0,7,0,0,0,0,0,7,0,2,3,2,3,6,0,6,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,21,0,0,0,8,3,0,3,0,3,0,4,0,0,2,2,0,0,0,2,31,2,0,3,0,2,3,4,0,2,0,0,2,0,3,0,0,0,0,0,0,2,2,0,4,4,4,0,0,0,4,0,0,3,0,15,17,0,3,0,0,2,0,2,0,3,22,2,0,2,0,0,0,2,3,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,4,3,2,4,6,4,4,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,3,2,0,0,0,2,3,0,0,0,6,3,0,0,14,0,0,3,4,2,2,0,0,3,0,0,0,3,0,0,6,0,0,5,2,6,5,2,0,18,0,2,0,6,8,3,0,3,0,3,3,2,3,2,0,0,2,0,0,4,0,13,0,3,5,0,0,2,3,3,0,0,3,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,2,0,3,0,0,22,0,0,0,0,3,3,3,0,2,2,2,4,0,3,15,0,3,2,0,3,0,0,37,0,3,3
개선,5,0,0,2,1,5,1,1,2,1,13,2,5,0,5,1,0,0,2,1,2,11,1,4,1,0,2,3,13,3,2,1,1,2,2,0,0,0,2,1,2,1,1,1,0,1,4,1,2,15,20,9,2,1,1,4,1,2,2,1,0,2,1,1,2,0,0,3,0,0,2,1,0,0,0,0,2,1,2,0,2,1,2,1,1,0,7,0,0,3,0,2,0,2,2,0,0,0,3,1,1,1,4,3,1,5,0,2,6,0,4,2,0,0,9,2,1,1,1,1,2,0,3,2,1,2,2,4,1,0,3,0,0,0,0,0,0,0,1,17,0,0,6,3,1,2,1,2,1,0,2,0,0,2,1,0,0,0,2,20,1,0,1,0,1,5,2,0,1,2,0,1,0,1,0,2,0,0,0,0,1,1,0,2,2,2,0,0,0,2,2,0,1,0,5,14,0,1,2,0,1,2,1,0,1,12,3,4,1,0,0,0,1,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,3,2,1,3,3,2,2,2,0,0,2,0,1,0,2,1,2,0,0,1,1,1,2,1,3,0,0,0,1,3,2,0,0,2,3,0,0,13,0,2,1,4,1,2,5,0,1,0,0,0,3,2,2,4,2,0,2,1,5,8,1,0,14,0,1,1,2,10,3,2,5,0,5,1,3,1,1,1,3,1,2,0,2,0,9,0,3,2,1,1,1,1,1,1,0,2,9,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,2,2,1,0,6,0,2,0,0,1,2,1,0,0,17,0,0,0,0,1,3,1,0,1,3,1,4,2,1,12,0,1,4,2,1,0,1,24,0,1,1
개인,10,0,0,1,2,5,1,0,1,2,7,1,7,5,0,0,0,0,4,1,1,7,2,8,2,0,1,3,17,3,1,2,2,1,1,0,0,0,1,1,4,1,1,1,0,2,2,2,1,15,31,10,1,1,2,8,0,4,1,2,0,1,0,2,2,0,0,2,0,0,4,2,0,0,0,0,4,0,2,0,3,2,1,2,1,0,8,0,0,4,0,3,0,4,1,0,0,0,4,0,2,1,2,0,1,5,0,1,6,0,2,1,0,0,7,1,2,1,2,1,2,0,6,4,2,1,1,2,2,0,3,0,0,0,0,0,0,0,2,22,0,0,3,4,1,1,1,1,1,0,4,0,0,2,2,0,0,0,2,22,2,0,1,0,2,3,4,0,2,1,0,2,0,1,0,1,0,0,0,0,2,2,0,4,4,4,0,0,0,4,1,0,1,0,5,11,0,1,1,0,2,1,2,0,1,15,3,2,2,0,0,0,2,1,2,0,0,0,0,0,1,2,2,0,2,0,0,0,0,1,4,1,3,4,2,4,4,0,0,1,0,2,0,1,2,1,0,0,0,0,2,1,1,3,0,0,0,2,2,1,0,0,2,2,0,0,10,0,1,1,5,2,2,2,0,1,0,0,0,2,1,1,3,1,0,3,2,3,6,2,0,13,0,2,0,2,7,2,1,3,0,3,1,3,1,2,0,1,2,1,0,4,0,9,0,2,3,0,0,2,1,1,0,0,1,8,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,2,0,8,0,1,0,0,2,1,1,0,0,16,0,0,0,0,1,2,1,0,2,3,2,5,1,1,12,0,1,3,1,1,0,0,24,0,1,1
개척,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
개편,6,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,8,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,10,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,4,2,0,0
거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
결과,10,0,0,0,2,2,0,0,0,2,0,0,4,2,4,0,0,0,0,0,0,0,2,8,2,0,0,2,14,2,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,10,30,6,0,0,2,8,0,4,0,2,0,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,2,2,0,2,0,0,6,0,0,2,0,2,0,4,0,0,0,0,4,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,2,0,2,0,0,0,6,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,18,0,0,0,2,0,0,0,0,0,0,4,0,0,2,2,0,0,0,2,16,2,0,0,0,2,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,4,4,4,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,10,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,4,0,2,4,0,4,4,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,6,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,4,0,4,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,2,4,0,0,6,0,0,2,0,0,0,0,10,0,0,0
결정,0,0,0,0,0,2,1,0,0,0,2,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,1,0,0,4,0,0,0,2,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,9,0,1,1
결집,0,0,0,1,0,1,0,0,1,0,5,1,0,2,1,0,0,1,0,0,0,3,0,0,0,0,1,1,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1,5,1,5,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,1,0,1,0,1,1,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1,0,1,0,6,1,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,4,1,0,1,0,0,1,0,0,0,2,1,2,0,0,1,0,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,0,3,0,0,0,0,3,1,1,3,0,2,0,1,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,0,1,1,1,1,0,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,3,0,1,1,0,3,0,0,1,1,1,1,0,5,0,0,0
경영,5,0,1,9,0,15,4,1,3,1,24,3,12,11,7,1,0,0,0,4,3,0,0,2,3,5,3,3,20,6,3,0,0,3,3,1,0,3,3,4,3,4,4,4,0,1,6,0,3,28,30,19,3,4,0,0,1,4,3,0,0,3,1,0,1,3,0,7,0,0,0,0,1,1,1,0,3,1,8,0,4,0,4,3,4,1,10,0,0,8,3,5,1,0,8,0,3,0,1,1,0,4,9,3,4,4,0,4,16,5,6,3,2,0,17,3,0,4,0,4,8,3,0,0,0,3,6,6,0,0,3,3,3,3,1,0,1,0,0,43,1,3,9,11,4,3,4,4,4,1,12,3,1,4,0,0,4,1,1,32,0,0,4,1,0,10,0,4,0,3,3,0,1,4,1,3,3,1,1,0,0,0,3,0,0,4,0,0,0,5,3,0,4,2,20,32,0,4,3,1,0,3,0,0,4,31,4,6,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,1,0,1,3,1,1,4,0,4,3,1,8,0,0,0,0,3,0,0,1,3,3,3,1,3,1,1,0,3,4,4,0,3,3,0,7,3,4,0,8,7,1,0,33,0,4,5,3,0,3,12,0,4,1,6,1,8,3,4,11,3,0,4,0,12,17,0,1,26,6,0,3,8,29,7,3,13,3,10,4,3,4,0,1,4,0,3,0,0,0,19,1,7,15,1,1,0,4,4,1,0,8,14,5,0,1,0,1,0,0,3,1,3,0,0,3,0,0,1,0,3,3,0,3,1,2,0,1,0,3,3,3,1,7,0,4,0,1,3,3,4,0,3,49,0,0,1,3,4,10,4,1,3,7,0,6,4,4,24,0,4,5,3,4,0,1,51,0,4,4
경쟁,5,0,0,0,1,1,0,0,0,1,0,0,2,1,2,0,0,0,2,0,0,0,0,4,1,0,0,1,7,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,5,15,3,0,0,1,4,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,3,0,0,1,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,8,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,0,0,1,0,0,0,0,5,0,0,0
경쟁력,22,0,1,0,4,5,0,0,0,5,0,0,8,4,8,0,0,0,8,0,0,2,4,0,4,2,0,4,33,4,0,4,4,0,0,1,0,0,0,0,8,0,0,0,0,5,0,4,0,22,66,17,0,0,4,16,0,9,0,4,0,0,0,4,4,0,0,0,0,0,8,4,1,1,1,0,8,0,0,0,4,4,1,4,0,1,16,0,0,4,0,5,1,8,2,0,0,0,8,0,4,0,0,0,0,8,0,1,13,2,0,0,2,0,10,0,4,0,4,0,0,0,12,8,4,0,0,0,4,0,4,0,0,0,1,0,1,0,4,44,1,0,0,4,0,0,0,1,0,1,14,0,1,7,4,0,1,1,4,33,4,0,0,1,4,0,8,1,4,0,0,4,1,0,1,0,0,1,1,0,4,4,0,8,8,9,0,0,0,10,0,0,0,2,0,4,0,0,0,1,4,0,4,0,0,25,5,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,4,1,4,1,0,1,1,0,8,0,4,8,0,8,8,0,0,0,0,4,1,0,4,0,1,0,0,0,4,0,0,5,0,0,0,4,0,0,1,0,0,0,1,0,6,0,1,1,8,4,6,5,0,0,1,0,1,1,0,1,0,0,0,4,4,0,5,4,1,12,0,4,2,0,6,0,0,3,0,0,0,4,0,4,0,0,4,0,0,8,0,9,1,0,6,0,0,4,0,0,0,0,0,9,2,0,0,0,1,0,0,0,1,4,4,0,2,0,0,1,4,0,0,0,0,1,1,0,1,0,0,0,4,1,12,0,1,0,1,4,0,0,0,0,28,0,0,1,0,0,3,0,1,4,5,4,8,1,0,12,0,0,5,0,0,0,0,20,0,0,0
경제,6,0,0,2,1,2,0,0,0,1,0,0,2,1,2,0,0,0,2,0,0,3,1,4,0,1,0,1,9,2,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,8,21,3,0,0,1,4,0,3,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,3,0,0,0,1,1,0,2,0,0,3,0,0,1,1,1,0,2,1,0,1,0,2,0,1,0,1,0,0,2,0,0,3,1,0,0,0,0,3,0,1,0,1,0,0,1,3,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,16,0,1,0,2,0,0,0,0,0,0,4,1,0,1,1,0,1,0,1,9,1,0,0,0,1,0,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0,1,2,0,2,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,0,3,2,1,0,0,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,2,0,0,4,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,1,10,0,0,0,1,0,0,0,0,2,2,1,3,0,0,4,0,0,1,0,0,0,0,5,0,0,0
경험,3,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,5,12,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,4,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,6,3,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,15,1,1,0,1,0,0,0,1,0,1,8,1,1,3,0,0,2,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,3,0,1,1,0,0,2,5,0,0,1,2,1,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,13,0,0,1,1,0,3,0,1,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
